name,cuisines,avg_cost_for_two,has_online_delivery,has_table_booking,price_range,aggregate_rating,rating_text,votes,city,locality,latitude,longitude,currency,price_label,primary_cuisine,rating_cat,delivery_label
Chawla,"North Indian, Chinese",400,1,0,1,2.7,Average,7,New Delhi,Lajpat Nagar 1,28.5751876225,77.2421573102,Rs.,Budget,North Indian,Poor,Has Delivery
Sri Kamakshi Vilas,"South Indian, North Indian",400,0,0,1,2.7,Average,9,New Delhi,Lajpat Nagar 1,28.5757399833,77.2415129095,Rs.,Budget,South Indian,Poor,No Delivery
Aviram's Chinese Kitchen,"Chinese, Fast Food",250,1,0,1,2.7,Average,4,New Delhi,Lajpat Nagar 1,28.5750951695,77.2428349033,Rs.,Budget,Chinese,Poor,Has Delivery
Aryan's Rajasthani Pyaz Ki Kachori,Street Food,100,0,0,1,3.1,Average,4,New Delhi,Lajpat Nagar 1,28.5800000000,77.2400000000,Rs.,Budget,Street Food,Average,No Delivery
The Altitude Cafe and Deli,Cafe,600,0,0,2,3.1,Average,11,New Delhi,Lodhi Colony,28.5953744000,77.1683836000,Rs.,Moderate,Cafe,Average,No Delivery
Chinois,Asian,1500,0,1,3,3.0,Average,7,New Delhi,Lodhi Colony,28.5845564598,77.2236131877,Rs.,Premium,Asian,Average,No Delivery
Tokyo Mon Amour,"Japanese, French",2200,0,1,4,3.1,Average,10,New Delhi,Lodhi Colony,0.0000000000,0.0000000000,Rs.,Luxury,Japanese,Average,No Delivery
Ram Singh's Bhoj,"Mithai, Street Food",350,0,0,1,2.9,Average,6,New Delhi,Lodhi Colony,28.5834749000,77.2205314000,Rs.,Budget,Mithai,Poor,No Delivery
Kathputli,Rajasthani,900,1,1,2,4.1,Very Good,769,New Delhi,Defence Colony,28.5737426000,77.2304560000,Rs.,Moderate,Rajasthani,Very Good,Has Delivery
Defence Bakery,"Bakery, Fast Food",400,1,0,1,4.1,Very Good,561,New Delhi,Defence Colony,28.5737979000,77.2301021000,Rs.,Budget,Bakery,Very Good,Has Delivery
Colonel's Kababz,"North Indian, Mughlai",900,0,1,2,3.2,Average,600,New Delhi,Defence Colony,28.5740362000,77.2305911000,Rs.,Moderate,North Indian,Average,No Delivery
Cafe Brown Sugar,"Cafe, Italian, Chinese",1000,1,0,3,3.7,Good,390,New Delhi,Defence Colony,28.5737416000,77.2303217000,Rs.,Premium,Cafe,Good,Has Delivery
Whipped,"Bakery, Desserts",550,1,0,2,4.2,Very Good,372,New Delhi,Defence Colony,28.5739038000,77.2301420000,Rs.,Moderate,Bakery,Very Good,Has Delivery
The All American Diner,"American, Fast Food",1000,0,0,3,4.1,Very Good,3495,New Delhi,Lodhi Colony,28.5887789000,77.2258757000,Rs.,Premium,American,Very Good,No Delivery
SodaBottleOpenerWala,"Parsi, Iranian",1300,0,0,3,4.2,Very Good,1914,New Delhi,Khan Market,28.6000106000,77.2262463000,Rs.,Premium,Parsi,Very Good,No Delivery
Big Chill,"Italian, Continental, European, Cafe",1500,0,0,3,4.5,Excellent,4986,New Delhi,Khan Market,28.6006239000,77.2274475000,Rs.,Premium,Italian,Excellent,No Delivery
Khan Chacha,"Mughlai, North Indian",650,0,0,2,3.7,Good,2860,New Delhi,Khan Market,28.6007455000,77.2273128000,Rs.,Moderate,Mughlai,Good,No Delivery
Town Hall,"Japanese, Thai, Italian, Asian",2500,0,0,4,3.8,Good,1186,New Delhi,Khan Market,28.6000351000,77.2270521000,Rs.,Luxury,Japanese,Good,No Delivery
Out Of The Box,"North Indian, Lebanese, Mexican, Asian, Italian, American, European",1550,0,1,3,4.0,Very Good,1203,New Delhi,Khan Market,28.5998768000,77.2261901000,Rs.,Premium,North Indian,Very Good,No Delivery
Smoke House Deli,"Italian, European, Cafe",1650,0,1,3,4.0,Very Good,1093,New Delhi,Khan Market,28.6000435000,77.2269984000,Rs.,Premium,Italian,Very Good,No Delivery
The Big Chill Cakery,"Bakery, Desserts",700,0,0,2,4.4,Very Good,912,New Delhi,Khan Market,28.5998374000,77.2257861000,Rs.,Moderate,Bakery,Very Good,No Delivery
Mamagoto,"Asian, Thai, Chinese",1600,1,1,3,4.1,Very Good,1330,New Delhi,Khan Market,28.6005429000,77.2275373000,Rs.,Premium,Asian,Very Good,Has Delivery
Amici Cafe,"Cafe, Pizza, Italian",1200,1,1,3,3.8,Good,863,New Delhi,Khan Market,28.6008757000,77.2272679000,Rs.,Premium,Cafe,Good,Has Delivery
Smokey's BBQ and Grill,"American, European",2100,1,1,4,4.2,Very Good,578,New Delhi,Khan Market,28.6007136000,77.2274475000,Rs.,Luxury,American,Very Good,Has Delivery
The Blue Door Cafe,"Italian, French, European, Cafe",1700,0,1,3,3.7,Good,774,New Delhi,Khan Market,28.5999548000,77.2269577000,Rs.,Premium,Italian,Good,No Delivery
Guppy,"Japanese, Sushi",2900,0,1,4,4.1,Very Good,665,New Delhi,Lodhi Colony,28.5846860000,77.2239062000,Rs.,Luxury,Japanese,Very Good,No Delivery
Boombox Cafe,"American, Italian, North Indian, Chinese, Lebanese",2000,0,1,4,3.6,Good,1428,New Delhi,Khan Market,28.5999579000,77.2261003000,Rs.,Luxury,American,Good,No Delivery
Yellow Brick Road - Taj Vivanta,"Continental, North Indian, South Indian, Italian",2500,0,0,4,3.9,Good,821,New Delhi,"Taj Vivanta, Khan Market",28.6011707000,77.2294235000,Rs.,Luxury,Continental,Good,No Delivery
Wok  In The Clouds,"Chinese, Thai, Continental, North Indian",2000,1,0,4,3.8,Good,669,New Delhi,Khan Market,28.6005429000,77.2275373000,Rs.,Luxury,Chinese,Good,Has Delivery
